n_features	best_param	fold_1_train	fold_1_test	best_param	fold_2_train	fold_2_test	best_param	fold_3_train	fold_3_test	best_param	fold_4_train	fold_4_test	best_param	fold_5_train	fold_5_test	outer_test
940	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5249488620541252	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6139495798319328	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4872259079070226	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.503355611250348	0.42539682539682544	0.2222222222222222
950	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5325901875901875	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.626139242021595	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4662175045456779	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5214072763608366	0.42539682539682544	0.2222222222222222
960	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.7871120107962213	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5139990201290511	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.626139242021595	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4872259079070226	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.503355611250348	0.42539682539682544	0.2222222222222222
970	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.7871120107962213	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5139990201290511	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5024110930922078	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5525490196078431	0.42539682539682544	0.2222222222222222
980	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5244729470735663	0.7871120107962213	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49334599868655593	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5024110930922078	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5275861221681655	0.42539682539682544	0.2222222222222222
990	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5698163709928415	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5382557403610034	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5135222042033188	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5275861221681655	0.42539682539682544	0.2222222222222222
1000	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5698163709928415	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.528168021062758	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4975324675324675	0.5984051036682616	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5151211361737678	0.42539682539682544	0.2222222222222222
1010	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5698163709928415	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.510730487835751	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4926201868307132	0.5984051036682616	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5199048274280472	0.42539682539682544	0.2222222222222222
1020	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5607594148770619	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5219209640262272	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4926201868307132	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6368736383442266	0.5	0.2222222222222222
1030	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5607594148770619	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5549813928761298	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.500883492152842	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6089371304077187	0.5	0.2222222222222222
1040	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5607594148770619	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5371590592643225	0.7486443381180222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6340262569674334	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.500883492152842	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6089371304077187	0.5	0.2222222222222222
1050	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5607594148770619	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5371590592643225	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6342438171849937	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.500883492152842	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.584593837535014	0.5312169312169313	0.2222222222222222
1060	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5402525922649761	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.539240652135389	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6480004309416074	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5343127351950882	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5967942732648616	0.5312169312169313	0.2222222222222222
1070	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5402525922649761	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.587256525151262	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6480004309416074	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5235190844014374	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5967942732648616	0.44848484848484854	0.2222222222222222
1080	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4716953353950258	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5700296343949595	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6637069357657592	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5262704071527601	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5967942732648616	0.5312169312169313	0.2222222222222222
1090	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4716953353950258	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6017009695957064	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.650406162464986	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.50605876694112	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.570339246809835	0.5312169312169313	0.2222222222222222
1100	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4716953353950258	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5551178451178451	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.650406162464986	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5011568061568062	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5918518518518519	0.44848484848484854	0.2222222222222222
1110	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4826577063573968	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5551178451178451	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.650406162464986	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.50605876694112	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5783068783068783	0.44848484848484854	0.2222222222222222
1120	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4826577063573968	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5781337181337182	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.650373602432426	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5011568061568062	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6060535325241208	0.44848484848484854	0.2222222222222222
1130	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4826577063573968	0.7135531135531137	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5781337181337182	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.650373602432426	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4926647426647427	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5967942732648616	0.44848484848484854	0.2222222222222222
1140	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4826577063573968	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.551330599225336	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6315594100888219	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4975667034490564	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5967942732648616	0.44848484848484854	0.2222222222222222
1150	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4826577063573968	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.551330599225336	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6412326127032009	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.486031746031746	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5918518518518519	0.44848484848484854	0.2222222222222222
1160	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5036661097187414	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.551330599225336	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6315594100888219	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.486031746031746	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.611058201058201	0.44848484848484854	0.2222222222222222
1170	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4980016217013121	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5435672514619883	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6193697478991597	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.486031746031746	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.611058201058201	0.44848484848484854	0.2222222222222222
1180	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5036661097187414	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5520328599275968	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6193697478991597	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49452380952380953	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.635978835978836	0.44848484848484854	0.2222222222222222
1190	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4980016217013121	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5520328599275968	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6193697478991597	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49452380952380953	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067724867724867	0.44848484848484854	0.24999999999999997
1200	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5036661097187414	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5435672514619883	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6193697478991597	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49452380952380953	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5786336756924992	0.44848484848484854	0.24999999999999997
1210	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4980016217013121	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5435672514619883	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6193697478991597	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4982975412387177	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5786336756924992	0.44848484848484854	0.24999999999999997
1220	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4980016217013121	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5435672514619883	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6193697478991597	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4982975412387177	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5786336756924992	0.44848484848484854	0.24999999999999997
1230	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5275767851000049	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5520328599275968	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6315594100888219	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4982975412387177	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5786336756924992	0.44848484848484854	0.24999999999999997
1240	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5275767851000049	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5520328599275968	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6315594100888219	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5668010638598874	0.44848484848484854	0.24999999999999997
1250	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5065683817386604	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5349958228905598	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067228087816323	0.5055555555555555	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5668010638598874	0.44848484848484854	0.24999999999999997
1260	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5065683817386604	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5349958228905598	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1270	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5065683817386604	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5349958228905598	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1280	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5065683817386604	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5349958228905598	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1290	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5065683817386604	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5520328599275968	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1300	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5122328697560896	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5349958228905598	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6687830687830689	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1310	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.528329156223893	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.6239057239057239	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1320	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.528329156223893	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4897307812013695	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1330	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5082275132275134	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.528329156223893	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5005244319950203	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1340	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5171386800334169	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067228087816323	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5005244319950203	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5851250601250602	0.44848484848484854	0.24999999999999997
1350	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5171386800334169	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067228087816323	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48944656650539003	0.6464646464646463	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5847048175995544	0.44848484848484854	0.24999999999999997
1360	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5171386800334169	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067228087816323	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48944656650539003	0.6464646464646463	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5847048175995544	0.44848484848484854	0.24999999999999997
1370	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5278618113912232	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5171386800334169	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067228087816323	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4780205415499533	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6126413255360623	0.44848484848484854	0.24999999999999997
1380	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5171386800334169	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067228087816323	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5067942732648615	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014436343383711	0.44848484848484854	0.24999999999999997
1390	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5171386800334169	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5067942732648615	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014436343383711	0.44848484848484854	0.2222222222222222
1400	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5138680726451625	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5945331465919701	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.47139744786803617	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014436343383711	0.44848484848484854	0.2222222222222222
1410	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5138680726451625	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6067553688141923	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.47139744786803617	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014436343383711	0.44848484848484854	0.2222222222222222
1420	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5138680726451625	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6164285714285713	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.47139744786803617	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014436343383711	0.44848484848484854	0.2222222222222222
1430	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5167942732648616	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5268025455796355	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6164285714285713	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48846093993152817	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014436343383711	0.44848484848484854	0.2222222222222222
1440	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5411951447245565	0.6666666666666666	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5418025455796354	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6164285714285713	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48846093993152817	0.7060606060606062	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6017216987805223	0.44848484848484854	0.2222222222222222
