n_features	best_param	fold_1_train	fold_1_test	best_param	fold_2_train	fold_2_test	best_param	fold_3_train	fold_3_test	best_param	fold_4_train	fold_4_test	best_param	fold_5_train	fold_5_test	outer_test
430	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5722088277506235	0.5714285714285715	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5234392949098832	0.6845117845117845	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6436700336700337	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5405264280496479	0.7583710407239819	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6785833791251747	0.5312169312169313	0.2745098039215686
440	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5845399824347194	0.5714285714285715	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5234392949098832	0.6845117845117845	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6702715802715803	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5519132283838166	0.7583710407239819	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6124823422191843	0.5333333333333333	0.2745098039215686
450	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5722088277506235	0.5714285714285715	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5234392949098832	0.6370370370370372	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6573556073556073	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5519132283838166	0.8037037037037038	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6441832448024398	0.5312169312169313	0.2745098039215686
460	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5932172311119681	0.5714285714285715	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49568911137022587	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6575998075998076	0.5800865800865801	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5264960529666413	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6314319220511171	0.5312169312169313	0.2745098039215686
470	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6043283422230792	0.5714285714285715	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4902310217016099	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6295898545898546	0.5396825396825397	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5161989426695308	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6361549223623527	0.5312169312169313	0.2745098039215686
480	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5833199388617346	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4902310217016099	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6148766827714196	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5161989426695308	0.7547049441786283	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6257528625485282	0.5312169312169313	0.2745098039215686
490	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5016270330976214	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.656970806970807	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4953932960744106	0.7547049441786283	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5929676314970432	0.5621212121212121	0.2745098039215686
500	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5070851227662374	0.7428571428571429	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.66007215007215	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5257227521933404	0.7441077441077439	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.594295051353875	0.5621212121212121	0.2745098039215686
510	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.510056425056425	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6607335257335257	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.7947118241235888	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5820946156240274	0.5621212121212121	0.2745098039215686
520	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.510056425056425	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6832280791104319	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5212554112554113	0.6880382775119616	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5797136632430749	0.5621212121212121	0.2745098039215686
530	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5397732006555536	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6459716209716209	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5185595450301332	0.7441077441077439	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5686461251167133	0.5084541062801932	0.2745098039215686
540	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5010457963089542	0.6444444444444444	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6459716209716209	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.7441077441077439	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5958201058201058	0.5621212121212121	0.2745098039215686
550	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5175101598321412	0.6444444444444444	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6735764235764236	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.7441077441077439	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5958201058201058	0.5621212121212121	0.2745098039215686
560	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5670329670329671	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5175101598321412	0.6444444444444444	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6588938838938839	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.7441077441077439	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.598994708994709	0.5621212121212121	0.24999999999999997
570	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5952247007664965	0.5714285714285715	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5175101598321412	0.6444444444444444	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6588938838938839	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.6880382775119616	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6151151571739808	0.5312169312169313	0.24999999999999997
580	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5716532721950679	0.5757575757575757	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5307471739360283	0.6444444444444444	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6588938838938839	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.6880382775119616	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5980112044817928	0.5312169312169313	0.24999999999999997
590	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5810214639162007	0.5757575757575757	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5307471739360283	0.6444444444444444	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6405698876287111	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.52998556998557	0.6880382775119616	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5854186118892002	0.5312169312169313	0.24999999999999997
600	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5626974676510281	0.5757575757575757	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5565205944153313	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6405698876287111	0.47430830039525684	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5208789358789359	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6089589169000934	0.5312169312169313	0.24999999999999997
610	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5536405115352483	0.5702075702075703	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6354689754689755	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5208789358789359	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5840239487607909	0.5312169312169313	0.24999999999999997
620	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5536405115352483	0.5349206349206349	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6354689754689755	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5208789358789359	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5840239487607909	0.5312169312169313	0.2745098039215686
630	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5536405115352483	0.5349206349206349	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6354689754689755	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5208789358789359	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5716931216931218	0.5312169312169313	0.2745098039215686
640	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5536405115352483	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6354689754689755	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.545878935878936	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5716931216931218	0.5312169312169313	0.2745098039215686
650	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5536405115352483	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6109075719602035	0.43290043290043284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.652950558213716	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5808159287106656	0.5621212121212121	0.2745098039215686
660	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5536405115352483	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.611436672489304	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.652950558213716	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6014007240323029	0.5621212121212121	0.2745098039215686
670	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5442723198141155	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.529423439763997	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6354689754689755	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6278835978835978	0.5621212121212121	0.2745098039215686
680	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5652807231754601	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5277080401538605	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6354689754689755	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.6979797979797979	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6143215063803298	0.5621212121212121	0.2745098039215686
690	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5442723198141155	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5514064275364584	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.6313131313131312	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6143215063803298	0.5621212121212121	0.24999999999999997
700	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5442723198141155	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5514064275364584	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.5905723905723906	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5934248202204858	0.5621212121212121	0.24999999999999997
710	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5110635769459299	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.6464646464646463	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5841873474536013	0.5621212121212121	0.2745098039215686
720	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5241354723707664	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5105411255411255	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5617289137877373	0.5937888198757765	0.2745098039215686
730	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.6289377289377289	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5140825623178564	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5044300144300145	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5235167166281717	0.5312169312169313	0.2745098039215686
740	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5140825623178564	0.7000000000000001	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4937229437229437	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5424398414336495	0.5621212121212121	0.29629629629629634
750	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5140825623178564	0.7547049441786284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6359980759980759	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4937229437229437	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5298659229773781	0.5312169312169313	0.2745098039215686
760	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5743376792912398	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5140825623178564	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6270656141244376	0.4545454545454546	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4937229437229437	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5450964830376595	0.5312169312169313	0.29629629629629634
770	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.500983147113178	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6026647426647427	0.43290043290043284	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5093557422969187	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.46802103297459324	0.5937888198757765	0.29629629629629634
780	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5076252723311547	0.604040404040404	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6497235661941544	0.4051282051282052	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5044300144300145	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48798343898963087	0.5621212121212121	0.24999999999999997
790	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5533292759298952	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5076252723311547	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6398869648869648	0.4051282051282052	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5044300144300145	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.475738938850394	0.5312169312169313	0.24999999999999997
800	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5827249874308699	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5145296098237274	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6497235661941544	0.4051282051282052	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5044300144300145	0.6333333333333334	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45768727373990536	0.5621212121212121	0.24999999999999997
810	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5486509133567957	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5011962764903941	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6602863367569249	0.4051282051282052	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5044300144300145	0.6239057239057239	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.45768727373990536	0.5621212121212121	0.24999999999999997
820	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5572891378773732	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.511037420325346	0.604040404040404	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6712776221599751	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5044300144300145	0.5862838915470494	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.47786828181565016	0.5621212121212121	0.24999999999999997
830	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5619675004504726	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.511037420325346	0.604040404040404	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6602863367569249	0.4051282051282052	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49620660385366266	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4700153160679476	0.45714285714285713	0.24999999999999997
840	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5619675004504726	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.511037420325346	0.6549707602339181	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6602863367569249	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5106619489901224	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48670426065162903	0.46956521739130436	0.24999999999999997
850	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5694788000670353	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5258413418939735	0.6549707602339181	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6602863367569249	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5136669213139802	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4989571150097466	0.46956521739130436	0.2745098039215686
860	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5694788000670353	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5258413418939735	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6310052910052909	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5081113657584246	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4989571150097466	0.45714285714285713	0.24999999999999997
870	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5694788000670353	0.7473544973544973	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5258413418939735	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6310052910052909	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5018679795150384	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4909894835127033	0.46956521739130436	0.2222222222222222
880	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5694788000670353	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5107416267942584	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6310052910052909	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.48440766205472086	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4989571150097466	0.46956521739130436	0.2222222222222222
890	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4984805545331861	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6310052910052909	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5024110930922078	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5036489917604469	0.46956521739130436	0.2222222222222222
900	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5571694318753142	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49396560325352895	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6157236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4872259079070226	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4847601028715579	0.46956521739130436	0.24999999999999997
910	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.49396560325352895	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6157236227824463	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4872259079070226	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.492369813422445	0.46956521739130436	0.24999999999999997
920	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5136686189627366	0.7111111111111111	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6365515094926859	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4872259079070226	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5082985240879977	0.42539682539682544	0.2222222222222222
930	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.544979769685652	0.6741854636591479	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5202074333188884	0.6590111642743222	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.6016633085982932	0.4126984126984126	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.4872259079070226	0.6940988835725678	{'C': 0.1, 'gamma': 0.0001, 'kernel': 'linear'}	0.5155249234196602	0.42539682539682544	0.2222222222222222
